timestamp,steps,heart_rate,oxygen,body_temp
2025-03-27 16:11:02,15,112,89.77449551593095,37.6
2025-03-27 16:11:07,15,127,86.37819247276478,38.0
2025-03-27 16:11:12,0,79,93.38594935914149,37.7
2025-03-27 16:11:17,5,73,88.4449387526912,37.6
2025-03-27 16:11:22,10,83,95,38.1
2025-03-27 16:11:27,10,80,92.63595787153682,37.5
2025-03-27 16:11:32,5,77,93.50981050141124,38.8
2025-03-27 16:11:37,0,82,89.63058787108136,37.2
2025-03-27 16:11:42,0,110,89.50866792803798,38.3
2025-03-27 16:11:47,5,75,86.05079932779152,38.3
2025-03-27 16:11:52,0,41,86.65917536203324,37.4
2025-03-27 16:11:57,10,40,91.33478272355394,38.2
2025-03-27 16:12:02,0,45,86.33030594056811,38.3
2025-03-27 16:12:07,10,87,89.31374592162535,37.4
2025-03-27 16:12:12,5,86,88.50538797890363,37.7
2025-03-27 16:12:17,5,80,88.20461624649509,38.4
2025-03-27 16:12:22,5,130,91.81687512586525,37.7
2025-03-27 16:12:27,10,71,89.20215685351107,37.7
2025-03-27 16:12:32,10,70,93.2485616779475,37.8
2025-03-27 16:12:37,10,78,84.30297672278957,37.3
2025-03-27 16:12:42,0,49,89.75505235298733,38.0
2025-03-27 16:12:47,5,117,90.70809751252693,37.7
2025-03-27 16:12:52,0,87,90.47811989624601,38.0
2025-03-27 16:12:57,15,90,91.07143426518975,38.0
2025-03-27 16:13:02,0,130,89.25895536118983,38.4
2025-03-27 16:13:07,10,88,92.77493820440692,38.0
2025-03-27 16:13:12,5,84,84.3241707036648,37.3
2025-03-27 16:13:17,5,48,95,37.9
2025-03-27 16:13:22,0,119,89.71646364060143,37.9
2025-03-27 16:13:27,0,80,90.5099750757575,37.3
2025-03-27 16:13:32,5,70,92.74819056684564,38.3
2025-03-27 16:13:37,5,79,91.75221648112851,37.2
2025-03-27 16:13:42,5,75,89.63726376908156,37.8
2025-03-27 16:13:47,0,77,91.35920137126216,37.8
2025-03-27 16:13:52,10,70,90.11944809178343,37.8
2025-03-27 16:13:57,0,85,86.36052888019773,37.4
2025-03-27 16:14:02,5,83,93.27210974977403,38.0
2025-03-27 16:14:07,5,126,91.77807851338791,37.3
2025-03-27 16:14:12,10,127,87.99889813714616,38.1
2025-03-27 16:14:17,5,86,91.15075745939212,37.9
2025-03-27 16:14:22,0,75,95,37.8
2025-03-27 16:14:27,10,72,86.93959391938655,37.7
2025-03-27 16:14:32,5,43,86.05946473882459,37.0
2025-03-27 16:14:37,0,119,91.30435250687043,37.7
2025-03-27 16:14:42,5,77,92.96034933129836,38.0
2025-03-27 16:14:47,10,130,86.21173588646523,38.3
2025-03-27 16:14:52,10,76,86.83841295587382,37.6
2025-03-27 16:14:57,5,84,92.73386228604774,37.2
2025-03-27 16:15:02,5,89,89.99825978735346,38.2
2025-03-27 16:15:07,5,77,88.17500139139626,37.1
2025-03-27 16:15:12,10,75,94.42628671368216,38.3
2025-03-27 16:15:17,15,73,93.99565890392907,37.2
2025-03-27 16:15:22,5,120,87.03595692606089,36.7
2025-03-27 16:15:27,10,81,91.88491734920147,38.0
2025-03-27 16:15:32,10,90,92.9777416497853,37.4
2025-03-27 16:15:37,5,129,95,37.3
2025-03-27 16:15:42,5,77,89.99681206820652,38.2
2025-03-27 16:15:47,5,128,93.56255747414747,37.3
2025-03-27 16:15:52,0,40,95,38.0
2025-03-27 16:15:57,5,116,90.22071844957887,37.9
2025-03-27 16:16:02,10,72,90.15818520374731,38.4
2025-03-27 16:16:07,0,71,87.6391166393953,36.6
2025-03-27 16:16:12,5,77,90.69259983096018,37.7
2025-03-27 16:16:17,5,110,86.85066636809606,38.7
2025-03-27 16:16:22,5,81,87.58968716639434,37.4
2025-03-27 16:16:27,0,116,92.79433222778275,38.1
2025-03-27 16:16:32,10,88,91.87143167258579,37.0
2025-03-27 16:16:37,5,81,92.33388249611276,38.2
2025-03-27 16:16:42,5,116,88.82457766565429,38.5
2025-03-27 16:16:47,5,127,91.24315150181616,37.4
2025-03-27 16:16:52,5,87,95,38.1
2025-03-27 16:16:57,5,41,90.59405889811634,38.5
2025-03-27 16:17:02,10,49,84.50448741004121,38.0
2025-03-27 16:17:07,5,115,85.04347171612477,37.7
2025-03-27 16:17:12,5,120,95,37.4
2025-03-27 16:17:17,10,44,92.27230743475299,37.2
2025-03-27 16:17:22,5,75,90.4222408530437,38.2
2025-03-27 16:17:27,0,72,95,38.0
2025-03-27 16:17:32,0,123,95,36.5
2025-03-27 16:17:37,10,120,91.94799459981786,38.2
2025-03-27 16:17:42,5,42,87.33964594805317,37.2
2025-03-27 16:17:47,10,72,91.82552356448683,38.1
2025-03-27 16:17:52,0,112,94.44945937332376,38.0
2025-03-27 16:17:57,10,75,85.98795035634902,37.7
2025-03-27 16:18:02,0,119,88.3829751743754,38.8
2025-03-27 16:18:07,0,88,87.16497720925334,37.2
2025-03-27 16:18:12,0,121,95,37.6
2025-03-27 16:18:17,10,73,87.11660832214466,38.1
2025-03-27 16:18:22,5,73,91.69287064792887,38.2
2025-03-27 16:18:27,0,82,90.19844737616899,37.6
2025-03-27 16:18:32,0,76,93.61498165870955,37.8
2025-03-27 16:18:37,5,83,88.62169598300157,38.3
2025-03-27 16:18:42,5,86,92.43374795870967,37.9
2025-03-27 16:18:47,5,82,90.51908016695374,37.3
2025-03-27 16:18:52,0,89,88.70977926638152,38.1
2025-03-27 16:18:57,15,114,88.09065567751588,37.1
2025-03-27 16:19:02,5,43,91.37371527473532,37.6
2025-03-27 16:19:07,5,126,95,36.8
2025-03-27 16:19:12,15,41,95,37.9
2025-03-27 16:19:17,0,77,95,38.3
2025-03-27 16:19:22,5,76,90.30906760585415,37.6
2025-03-27 16:19:27,5,117,88.07862737809324,38.4
2025-03-27 16:19:32,10,81,88.17589353494921,37.1
2025-03-27 16:19:37,0,77,88.76469672343862,38.1
2025-03-27 16:19:42,10,122,91.92403159760967,38.1
2025-03-27 16:19:47,10,73,92.2337426514745,38.4
2025-03-27 16:19:52,5,72,90.49798335302262,38.3
2025-03-27 16:19:57,5,120,93.15603731570596,38.6
2025-03-27 16:20:02,5,73,91.69915026953784,37.8
2025-03-27 16:20:07,10,118,91.28431262970633,36.3
2025-03-27 16:20:12,5,80,91.61989564275909,38.2
2025-03-27 16:20:17,5,123,89.76136704741339,37.5
2025-03-27 16:20:22,5,77,86.74855351068449,38.6
2025-03-27 16:20:27,5,41,91.72489065778065,36.9
2025-03-27 16:20:32,0,125,93.59776986414343,37.2
2025-03-27 16:20:37,5,83,90.13677294587043,37.6
2025-03-27 16:20:42,5,73,90.62405372126048,38.1
2025-03-27 16:20:47,5,82,88.84952036299572,36.8
2025-03-27 16:20:52,10,87,88.12068674723467,37.4
2025-03-27 16:20:57,5,124,87.90449889298311,38.4
2025-03-27 16:21:02,15,73,87.25568066117535,37.9
2025-03-27 16:21:07,10,78,95,36.8
2025-03-27 16:21:12,5,49,93.22795366462887,38.2
2025-03-27 16:21:17,5,72,90.25699415788327,37.8
2025-03-27 16:21:22,5,70,94.42165869949513,37.5
2025-03-27 16:21:27,5,73,92.9567327030461,37.1
2025-03-27 16:21:32,5,113,86.46067355044356,37.7
2025-03-27 16:21:37,15,76,92.57394722716404,37.9
2025-03-27 16:21:42,10,85,93.92934988880914,37.8
2025-03-27 16:21:47,0,90,95,37.9
2025-03-27 16:21:52,5,85,87.71725946336042,38.1
2025-03-27 16:21:57,0,81,92.67352514202207,37.2
2025-03-27 16:22:02,0,74,87.51017947212813,37.7
2025-03-27 16:22:07,0,70,90.89648835959892,38.3
2025-03-27 16:22:12,0,74,90.39022866764249,38.1
2025-03-27 16:22:17,15,70,91.98679205101391,37.5
2025-03-27 16:22:22,5,87,88.13406632888993,37.4
2025-03-27 16:22:27,10,118,87.87150719367654,37.0
2025-03-27 16:22:32,5,128,90.14570111005811,38.1
2025-03-27 16:22:37,5,83,89.41306268083653,38.0
2025-03-27 16:22:42,0,88,90.90789245833705,37.4
2025-03-27 16:22:47,10,83,92.76802301108282,37.2
2025-03-27 16:22:52,15,128,88.73336819959614,38.0
2025-03-27 16:22:57,0,88,91.93254866449553,38.0
2025-03-27 16:23:02,0,79,94.67485792859826,37.0
2025-03-27 16:23:07,5,74,95,37.3
2025-03-27 16:23:12,10,79,92.4264702656166,37.6
2025-03-27 16:23:17,0,119,89.43230606563004,37.8
2025-03-27 16:23:22,5,75,95,37.7
2025-03-27 16:23:27,10,87,94.48469245023236,38.4
2025-03-27 16:23:32,0,129,94.9613360735978,37.8
2025-03-27 16:23:37,0,70,90.31355845510349,38.2
2025-03-27 16:23:42,0,87,85.37362001248911,37.8
2025-03-27 16:23:47,5,127,90.83517347138215,38.3
2025-03-27 16:23:52,5,126,89.24215754760104,37.9
2025-03-27 16:23:57,5,48,89.86631579997977,37.1
2025-03-27 16:24:02,5,49,92.08137145482057,38.0
2025-03-27 16:24:07,5,124,89.86061998548189,38.0
2025-03-27 16:24:12,5,116,92.43685669477472,37.7
2025-03-27 16:24:17,5,90,94.23119759110041,38.3
2025-03-27 16:24:22,10,112,90.0728216515507,38.1
2025-03-27 16:24:27,5,86,85.3114471764458,37.8
2025-03-27 16:24:32,0,80,93.15380004618515,37.8
2025-03-27 16:24:37,15,76,83.41948631643658,38.0
2025-03-27 16:24:42,15,116,87.11728121182583,37.0
2025-03-27 16:24:47,5,83,88.79702660185576,37.7
2025-03-27 16:24:52,10,78,94.34395785461217,37.4
2025-03-27 16:24:57,10,82,88.88118685172942,37.7
2025-03-27 16:25:02,5,84,89.19845502268625,38.2
2025-03-27 16:25:07,5,73,86.50001733532831,37.7
2025-03-27 16:25:12,5,130,86.40283319719528,38.4
2025-03-27 16:25:17,5,82,89.70643612726607,37.1
2025-03-27 16:25:22,10,89,89.64840724076518,37.5
2025-03-27 16:25:27,0,122,91.54534898214493,37.5
2025-03-27 16:25:32,0,70,87.64474126741675,37.4
2025-03-27 16:25:37,5,70,91.39343149652868,38.2
2025-03-27 16:25:42,15,90,86.07493634433118,38.2
2025-03-27 16:25:47,10,84,82.05471192823319,38.3
2025-03-27 16:25:52,0,86,95,37.6
2025-03-27 16:25:57,0,112,89.4679439574979,38.2
2025-03-27 16:26:02,5,83,91.09772310021287,37.5
2025-03-27 16:26:07,10,81,93.08284854774021,37.6
2025-03-27 16:26:12,5,74,93.90970612754379,37.7
2025-03-27 16:26:17,5,73,92.32096425784619,37.3
2025-03-27 16:26:22,15,72,89.01328642454833,36.9
2025-03-27 16:26:27,5,85,95,37.1
2025-03-27 16:26:32,0,47,92.4890191035983,37.8
2025-03-27 16:26:37,5,86,95,38.1
2025-03-27 16:26:42,0,48,86.22942356009523,37.6
2025-03-27 16:26:47,5,83,89.8231166860035,38.3
2025-03-27 16:26:52,10,80,91.97309210984375,37.6
2025-03-27 16:26:57,0,87,93.971618832195,37.7
2025-03-27 16:27:02,0,120,91.576524549982,38.7
2025-03-27 16:27:07,5,114,89.60790352422117,37.5
2025-03-27 16:27:12,10,129,88.85991506162983,38.5
2025-03-27 16:27:17,0,86,90.89337688592035,37.6
2025-03-27 16:27:22,0,117,88.03641164044515,38.0
2025-03-27 16:27:27,0,77,89.47787154668356,38.3
2025-03-27 16:27:32,0,89,95,37.1
2025-03-27 16:27:37,5,44,89.21959583974314,37.6
2025-03-27 16:27:42,5,120,95,38.0
2025-03-27 16:27:47,5,118,91.79772784229544,38.0
2025-03-27 16:27:52,10,90,87.74708836938026,36.6
2025-03-27 16:27:57,5,83,94.6152189282524,37.4
2025-03-27 16:28:02,0,72,93.29069288870303,38.0
2025-03-27 16:28:07,0,72,95,38.0
2025-03-27 16:28:12,5,117,89.32082408889472,38.2
2025-03-27 16:28:17,5,87,90.96607496141473,37.8
2025-03-27 16:28:22,10,78,89.35079863500857,37.8
2025-03-27 16:28:27,0,78,87.74609054477942,37.7
2025-03-27 16:28:32,5,120,92.74516801773046,37.6
2025-03-27 16:28:37,5,87,87.12834787744349,38.6
2025-03-27 16:28:42,5,86,93.77680502466886,38.7
2025-03-27 16:28:47,15,110,86.5662410909805,37.6
2025-03-27 16:28:52,0,119,95,37.6
2025-03-27 16:28:57,0,45,88.42984230937212,38.7
2025-03-27 16:29:02,0,70,93.55878719836639,36.6
2025-03-27 16:29:07,0,127,94.90864125555954,37.8
2025-03-27 16:29:12,0,122,87.83292148825197,38.1
2025-03-27 16:29:17,0,70,93.53330395666096,37.2
2025-03-27 16:29:22,10,82,88.99967205690857,38.3
2025-03-27 16:29:27,5,44,92.83943374271682,37.9
2025-03-27 16:29:32,5,82,91.12692226173117,38.4
2025-03-27 16:29:37,5,82,93.96932554438258,38.9
2025-03-27 16:29:42,0,76,89.89522434771133,37.8
2025-03-27 16:29:47,5,50,88.51413840747126,37.9
2025-03-27 16:29:52,15,127,95,38.3
2025-03-27 16:29:57,10,45,89.16570092030041,38.2
2025-03-27 16:30:02,0,115,94.69439438126113,37.1
2025-03-27 16:30:07,15,70,92.34688892939288,37.8
2025-03-27 16:30:12,5,42,93.21312182135644,37.0
2025-03-27 16:30:17,5,115,86.54629276561155,38.5
2025-03-27 16:30:22,5,76,95,38.2
2025-03-27 16:30:27,5,83,91.13163815875701,36.7
2025-03-27 16:30:32,15,41,92.37382231435862,38.5
2025-03-27 16:30:37,5,128,94.60025415793326,37.5
2025-03-27 16:30:42,10,125,92.28312529164089,37.9
2025-03-27 16:30:47,10,80,93.65773812465046,37.2
2025-03-27 16:30:52,0,85,86.25977252550096,37.6
2025-03-27 16:30:57,0,88,89.04069819558862,38.6
2025-03-27 16:31:02,5,85,88.769079418391,37.1
2025-03-27 16:31:07,15,71,93.11545121222505,38.1
2025-03-27 16:31:12,0,87,91.14025149231156,37.7
2025-03-27 16:31:17,5,72,88.50165562578621,38.0
2025-03-27 16:31:22,10,72,91.06342893367325,38.6
2025-03-27 16:31:27,0,82,91.78869901861724,37.4
2025-03-27 16:31:32,10,89,93.65198657235278,37.8
2025-03-27 16:31:37,15,77,88.22314076749406,37.8
2025-03-27 16:31:42,15,84,87.28544998618176,37.8
2025-03-27 16:31:47,5,114,84.51999834101987,37.4
2025-03-27 16:31:52,0,88,95,37.6
2025-03-27 16:31:57,0,119,88.44885105228656,36.8
2025-03-27 16:32:02,0,47,94.19729837865299,37.6
2025-03-27 16:32:07,15,48,89.43121353952118,37.9
2025-03-27 16:32:12,5,75,91.30914643955515,37.3
2025-03-27 16:32:17,0,112,90.49203321306054,37.4
2025-03-27 16:32:22,5,79,92.36088060721,37.8
2025-03-27 16:32:27,0,118,91.69481871614113,37.8
2025-03-27 16:32:32,0,82,89.2372893385672,36.7
2025-03-27 16:32:37,5,119,93.18638574963111,38.1
2025-03-27 16:32:42,0,116,90.42026222275248,38.4
2025-03-27 16:32:47,0,121,90.15511481809358,38.3
2025-03-27 16:32:52,5,76,95,37.1
2025-03-27 16:32:57,0,43,90.57430524395731,36.9
2025-03-27 16:33:02,0,112,91.00250763490574,37.9
2025-03-27 16:33:07,5,85,88.91657609610165,38.5
2025-03-27 16:33:12,0,71,90.78300835874992,37.2
2025-03-27 16:33:17,0,84,93.0926600332652,38.6
2025-03-27 16:33:22,0,128,82,38.0
2025-03-27 16:33:27,0,70,93.77029704836818,38.2
2025-03-27 16:33:32,5,75,94.27936672419558,38.0
2025-03-27 16:33:37,0,76,90.63649836618607,37.6
2025-03-27 16:33:42,5,78,94.00061565346472,37.8
2025-03-27 16:33:47,10,79,88.02183331865179,37.6
2025-03-27 16:33:52,10,79,95,38.0
2025-03-27 16:33:57,0,129,92.47436841103311,38.0
2025-03-27 16:34:02,5,71,91.75348584788587,38.5
2025-03-27 16:34:07,5,125,86.00036259727435,37.0
2025-03-27 16:34:12,0,88,91.7437985270158,37.5
2025-03-27 16:34:17,0,123,93.14982621043913,37.2
2025-03-27 16:34:22,15,118,89.1497733337013,38.3
2025-03-27 16:34:27,5,119,89.33881401102114,36.6
2025-03-27 16:34:32,5,111,86.38660418274375,37.8
2025-03-27 16:34:38,0,82,90.05738085194741,37.7
2025-03-27 16:34:43,5,81,87.3646907208135,37.1
2025-03-27 16:34:48,0,90,94.41307807486226,38.1
2025-03-27 16:34:53,0,85,87.72136598521524,37.6
2025-03-27 16:34:58,10,81,91.95775095375589,37.7
2025-03-27 16:35:03,0,90,89.80263713480221,37.6
2025-03-27 16:35:08,5,74,87.82427176712453,36.9
2025-03-27 16:35:13,0,124,83.22477177872162,37.3
2025-03-27 16:35:18,5,83,89.3800505909939,37.6
2025-03-27 16:35:23,0,46,89.21304105183833,37.2
2025-03-27 16:35:28,5,114,92.00718298622702,37.3
2025-03-27 16:35:33,0,78,92.94301771047027,37.9
2025-03-27 16:35:38,0,122,90.26684825361053,37.2
2025-03-27 16:35:43,0,110,85.4626047775168,37.0
2025-03-27 16:35:48,0,70,92.99496750714569,37.4
2025-03-27 16:35:53,0,48,90.36549037343781,37.7
2025-03-27 16:35:58,10,87,91.867409282707,37.6
2025-03-27 16:36:03,0,73,92.68114479402493,38.1
2025-03-27 16:36:08,5,115,95,37.7
2025-03-27 16:36:13,5,127,95,38.5
2025-03-27 16:36:18,5,128,94.5542324129054,37.5
2025-03-27 16:36:23,10,125,95,37.4
2025-03-27 16:36:28,5,88,85.89883906177033,38.1
2025-03-27 16:36:33,0,110,93.08432918583254,38.0
2025-03-27 16:36:38,0,82,95,37.4
2025-03-27 16:36:43,5,122,92.76323503355584,37.7
2025-03-27 16:36:48,10,114,90.14841266683845,36.8
2025-03-27 16:36:53,15,89,87.64380480110025,37.2
2025-03-27 16:36:58,0,47,84.42844559570226,37.4
2025-03-27 16:37:03,15,45,91.537542407039,37.8
2025-03-27 16:37:08,0,78,86.77745796280513,37.4
2025-03-27 16:37:13,5,74,89.88061691323341,37.8
2025-03-27 16:37:18,15,88,87.13483674938186,37.6
2025-03-27 16:37:23,0,83,90.69601462966709,36.6
2025-03-27 16:37:28,5,113,90.54139886289127,37.7
2025-03-27 16:37:33,5,44,95,38.3
2025-03-27 16:37:38,10,40,94.38993291667299,36.8
2025-03-27 16:37:43,15,87,95,36.9
2025-03-27 16:37:48,5,84,89.83563467581565,38.2
2025-03-27 16:37:53,10,85,92.08931489595808,38.6
2025-03-27 16:37:58,10,85,95,37.2
2025-03-27 16:38:03,5,80,91.57304500855902,36.6
2025-03-27 16:38:08,15,85,89.60119326549797,38.4
2025-03-27 16:38:13,0,77,93.19400687311999,37.7
2025-03-27 16:38:18,5,79,93.22722679270832,38.2
2025-03-27 16:38:23,5,83,91.30310134089537,37.7
2025-03-27 16:38:28,5,128,89.93568489530205,37.3
2025-03-27 16:38:33,15,82,92.88437345305472,38.0
2025-03-27 16:38:38,5,77,91.61726972353647,37.9
2025-03-27 16:38:43,0,70,90.88988151272652,38.0
2025-03-27 16:38:48,5,81,91.88072439332934,37.1
2025-03-27 16:38:53,5,70,91.4113057875193,36.6
2025-03-27 16:38:58,10,44,83.31092467137994,37.7
2025-03-27 16:39:03,10,76,95,37.7
2025-03-27 16:39:08,10,47,92.67439949173401,38.1
2025-03-27 16:39:13,15,79,93.36259251534199,38.3
2025-03-27 16:39:18,10,123,95,38.1
2025-03-27 16:39:23,5,88,94.52707741930514,37.2
2025-03-27 16:39:28,15,76,95,37.1
2025-03-27 16:39:33,10,88,87.36158828019025,37.2
2025-03-27 16:39:38,10,116,89.95589623973626,38.3
2025-03-27 16:39:43,15,125,92.22625174923544,38.2
2025-03-27 16:39:48,5,90,92.45823192799041,38.0
2025-03-27 16:39:53,15,77,91.10656391689784,38.6
2025-03-27 16:39:58,0,76,91.97211646959613,37.5
2025-03-27 16:40:03,5,82,90.55581171562417,37.0
2025-03-27 16:40:08,5,79,94.91455572486215,37.8
2025-03-27 16:40:13,15,121,90.46725080833009,37.9
2025-03-27 16:40:18,10,117,90.06078994800947,38.5
2025-03-27 16:40:23,10,77,94.60267972088054,38.2
2025-03-27 16:40:28,5,70,94.169169665502,36.9
2025-03-27 16:40:33,0,74,89.00775140309364,37.7
2025-03-27 16:40:38,5,75,95,38.2
2025-03-27 16:40:43,5,86,90.00457831890739,37.0
2025-03-27 16:40:48,15,40,90.32747004420418,37.5
2025-03-27 16:40:53,15,88,91.98224173990317,38.1
2025-03-27 16:40:58,10,75,90.9551440748638,38.0
2025-03-27 16:41:03,0,77,95,37.7
2025-03-27 16:41:08,5,70,94.50420607717257,37.8
2025-03-27 16:41:13,0,90,88.9072655096087,37.4
2025-03-27 16:41:18,15,75,86.42251022930753,38.3
2025-03-27 16:41:23,5,127,92.50840982888401,38.8
2025-03-27 16:41:28,10,71,92.04073654636561,37.6
2025-03-27 16:41:33,5,75,92.13456105250374,38.4
2025-03-27 16:41:38,0,125,95,39.1
2025-03-27 16:41:43,0,88,91.01098848741225,37.3
2025-03-27 16:41:48,15,78,95,37.7
2025-03-27 16:41:53,15,41,84.34531787839315,37.9
2025-03-27 16:41:58,5,125,93.12134899889301,37.6
2025-03-27 16:42:03,5,70,95,37.7
2025-03-27 16:42:08,0,127,92.9656651573687,37.4
2025-03-27 16:42:13,5,76,86.10394982362914,37.4
2025-03-27 16:42:18,10,124,89.27957407246521,38.2
2025-03-27 16:42:23,10,118,87.87195964341011,37.9
2025-03-27 16:42:28,10,117,90.4902386964967,37.8
2025-03-27 16:42:33,5,121,94.09556777193745,37.6
